S.No,Player,Nation,Pos,Squad,Comp,Age,Born,Matches,Min,Goals,Assist,G+A,CrdY,CrdR,FK,Tkl%,Lost,Pass
224,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,33,1990,6,62,0,0,0,2,0,1,,0,0
225,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34,1990,19,1510,0,0,0,2,0,0,73.7,5,6
226,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28,1996,12,811,0,1,1,1,0,0,41.7,7,6
227,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,19,2004,2,10,0,0,0,0,0,0,0,1,1
228,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,20,2004,5,27,0,0,0,0,0,1,,0,0
229,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,23,2001,15,610,0,1,1,1,0,0,25,9,7
230,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24,2000,11,407,0,0,0,1,0,0,50,3,1
231,Mattia Bani,it ITA,DF,Genoa,it Serie A,30,1993,20,1507,0,0,0,3,0,0,63.6,4,5
232,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,17,2006,8,278,0,0,0,2,0,0,42.9,4,3
233,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,22,2001,12,116,0,0,0,1,0,0,0,2,0
234,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17,2007,5,49,0,0,0,0,0,0,,0,0
235,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29,1994,1,54,0,0,0,0,0,0,0,2,0
236,Federico Barba,it ITA,DF,Como,it Serie A,30,1993,7,431,0,0,0,0,0,0,25,3,0
237,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20,2004,7,288,0,0,0,0,0,2,80,3,0
238,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20,2004,14,1157,0,2,2,2,0,1,73.3,8,5
239,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21,2002,34,2181,14,10,24,2,0,0,25.8,23,23
240,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,23,2000,24,1938,2,1,3,4,2,0,57.1,18,25
241,Nicolò Barella,it ITA,MF,Inter,it Serie A,27,1997,32,2456,3,6,9,4,0,1,44.1,33,23
242,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,23,2000,6,56,0,0,0,0,0,0,50,1,0
243,Borna Barišić,hr CRO,DF,Leganés,es La Liga,31,1992,1,9,0,0,0,0,0,0,,0,0
244,Téo Barisic,fr FRA,DF,Lyon,fr Ligue 1,19,2004,1,2,0,0,0,0,0,0,,0,0
245,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27,1997,15,315,0,1,1,3,0,0,50,2,5
246,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,30,1993,20,581,3,1,4,3,0,0,64.3,5,6
247,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26,1998,4,73,0,0,0,0,0,0,100,0,0
248,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26,1997,33,1755,9,4,13,0,0,0,27.3,8,6
249,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23,2001,30,2191,1,2,3,6,0,0,69.6,14,22
250,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,22,2001,30,1263,1,3,4,6,0,0,26.1,17,15
251,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21,2003,31,2330,1,4,5,4,1,0,48.9,24,13
252,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21,2002,35,2323,11,4,15,4,0,0,40,6,13
253,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,18,2005,4,118,0,0,0,0,1,0,100,0,0
254,Marc Bartra,es ESP,DF,Betis,es La Liga,33,1991,25,2099,2,1,3,2,0,1,57.7,11,16
255,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27,1996,38,3420,2,0,2,3,0,0,78.6,6,12
256,Daniele Baselli,it ITA,MF,Como,it Serie A,32,1992,2,22,0,0,0,0,0,0,,0,0
257,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24,1999,35,3074,1,0,1,7,0,0,71,9,23
258,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19,2005,1,4,0,0,0,0,0,0,,0,0
259,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25,1999,32,2333,1,5,6,6,1,0,66.7,10,12
260,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28,1996,32,2880,0,0,0,6,0,0,66.7,2,0
261,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30,1993,10,300,3,0,3,2,0,0,100,0,2
262,Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28,1996,25,2016,1,0,1,3,1,0,59.1,9,9
263,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24,2000,11,658,0,0,0,1,0,0,64.3,5,6
264,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,34,1990,28,2520,0,0,0,1,0,0,50,2,0
265,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24,1999,31,1610,2,1,3,5,0,0,40.5,25,36
266,Rafael Bauza,es ESP,MF,Espanyol,es La Liga,19,2005,5,183,0,0,0,1,0,0,57.1,3,2
267,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,26,1998,4,360,0,0,0,0,0,0,0,1,0
268,Ihlas Bebou,tg TOG,MF,Hoffenheim,de Bundesliga,30,1994,1,9,0,0,0,0,0,0,,0,0
269,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27,1997,32,1598,4,1,5,1,0,0,34.3,23,29
270,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29,1995,22,995,2,1,3,1,1,0,0,2,4
271,Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27,1997,30,2445,0,2,2,2,0,1,73.9,12,13
272,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28,1996,30,2531,2,0,2,7,0,0,51.6,15,11
273,Donny van de Beek,nl NED,MF,Girona,es La Liga,27,1997,26,1421,2,2,4,5,0,0,50,13,16
274,Hannes Behrens,de GER,DF,Hoffenheim,de Bundesliga,,,1,29,0,0,0,0,0,0,,0,1
275,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33,1991,18,170,1,0,1,2,0,0,0,1,0
276,Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,21,2002,29,1591,8,5,13,2,0,0,38.7,19,14
277,Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20,2004,1,8,0,0,0,0,0,0,100,0,0
278,Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,es La Liga,19,2004,5,69,0,0,0,2,0,0,50,1,1
279,Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20,2004,22,1658,0,2,2,6,1,0,76.5,4,11
280,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20,2004,6,198,0,0,0,0,1,0,100,0,1
281,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30,1994,22,1792,0,1,1,1,0,0,57.8,19,21
282,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,22,2002,29,1523,1,1,2,4,0,0,46.6,31,17
283,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32,1991,18,1436,0,1,1,4,0,0,64.3,5,2
284,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,22,2001,4,331,0,0,0,0,0,0,50,3,0
285,Raoul Bellanova,it ITA,DF,Torino,it Serie A,24,2000,1,87,0,0,0,0,0,0,0,1,0
286,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24,2000,34,2402,0,9,9,3,0,0,61.9,8,9
287,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26,1998,35,1677,2,7,9,3,0,2,70,6,16
288,Héctor Bellerín,es ESP,DF,Betis,es La Liga,29,1995,9,580,0,2,2,1,0,0,58.8,7,2
289,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21,2003,31,2488,9,8,17,5,1,0,66.7,14,35
290,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19,2005,5,68,0,0,0,1,0,0,100,0,0
291,Andrea Belotti,it ITA,FW,Como,it Serie A,30,1993,18,593,2,0,2,1,0,0,25,3,4
292,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25,1999,34,2421,2,1,3,3,0,0,42.9,32,20
293,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23,2001,32,1864,5,4,9,6,0,0,33.3,14,13
294,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19,2005,33,1750,6,3,9,0,0,3,56.3,14,20
295,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26,1998,18,487,1,1,2,3,0,0,54.5,5,3
296,Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23,2000,9,214,0,0,0,0,0,0,0,1,2
297,László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26,1997,23,589,2,1,3,4,0,2,33.3,2,4
298,Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,21,2002,2,37,0,0,0,0,0,0,0,1,0
299,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26,1997,6,300,0,0,0,2,0,0,14.3,6,2
300,Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,26,1997,12,646,0,2,2,2,0,0,66.7,6,6
301,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28,1995,13,735,1,3,4,0,0,1,30,7,6
302,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29,1995,31,2022,1,6,7,6,0,0,64.7,18,33
303,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29,1994,10,329,1,0,1,0,0,2,42.9,4,5
304,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27,1997,26,1645,2,0,2,9,0,0,47.5,21,17
305,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,31,1993,2,180,0,0,0,0,0,0,,0,0
306,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20,2003,25,2011,1,0,1,6,0,0,62.2,14,8
307,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34,1990,30,2044,0,2,2,5,0,2,57.6,14,20
308,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29,1995,36,2339,6,7,13,5,0,3,45.2,17,21
309,Sander Berge,no NOR,MF,Fulham,eng Premier League,26,1998,31,2224,0,0,0,6,0,0,69.2,12,19
310,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18,2006,27,1212,0,1,1,3,0,0,53.1,15,10
311,Medon Berisha,al ALB,MF,Lecce,it Serie A,20,2003,17,716,0,1,1,5,0,2,50,4,6
312,Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26,1998,11,333,1,1,2,1,0,1,0,3,1
313,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,26,1998,2,40,0,0,0,1,0,0,100,0,1
314,Adrian Bernabe,es ESP,MF,Parma,it Serie A,23,2001,21,1453,1,1,2,1,0,7,43.8,18,13
315,Marc Bernal,es ESP,MF,Barcelona,es La Liga,17,2007,3,242,0,0,0,2,0,0,87.5,1,4
316,Bernardo,br BRA,DF,Bochum,de Bundesliga,29,1995,21,1782,0,0,0,5,0,0,73,10,21
317,Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31,1993,10,212,0,1,1,0,0,0,80,1,2
318,Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31,1993,14,699,0,1,1,0,0,0,58.3,5,6
319,Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1998,11,763,0,0,0,4,1,0,62.5,3,4
320,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,25,1999,14,594,1,0,1,2,0,0,62.5,6,5
321,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,de Bundesliga,25,1998,19,1263,7,2,9,3,0,0,64.5,11,14
322,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,21,2002,30,2482,0,1,1,1,0,0,53.8,42,23
323,Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,28,1995,30,2565,5,2,7,11,0,1,48.3,31,28
324,Juan Berrocal,es ESP,DF,Getafe,es La Liga,25,1999,19,1063,0,0,0,8,1,0,71.4,4,3
325,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,26,1998,4,360,0,0,0,0,0,0,,0,0
326,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,25,1999,12,212,0,1,1,0,0,1,14.3,6,3
327,Beto,gw GNB,FW,Everton,eng Premier League,26,1998,30,1534,8,0,8,2,0,0,62.5,3,10
328,Sam Beukema,nl NED,DF,Bologna,it Serie A,25,1998,35,3012,0,1,1,1,0,0,53.7,19,15
329,Alessandro Bianco,it ITA,MF,Monza,it Serie A,21,2002,34,2600,1,0,1,9,0,0,65.9,14,26
330,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,21,2002,1,18,0,0,0,0,0,0,0,1,0
331,Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21,2003,16,1228,13,2,15,0,0,0,42.9,4,11
332,Jaka Bijol,si SVN,DF,Udinese,it Serie A,25,1999,34,2963,1,0,1,13,1,0,52.5,19,20
333,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,de Bundesliga,22,2001,12,356,2,1,3,0,0,0,100,0,1
334,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,28,1996,10,184,0,0,0,1,0,0,75,1,3
335,Philip Billing,dk DEN,MF,Napoli,it Serie A,28,1996,10,197,1,0,1,1,0,2,25,3,3
336,Cristiano Biraghi,it ITA,DF,Torino,it Serie A,31,1992,15,1158,0,0,0,0,0,3,61.1,7,11
337,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,31,1992,8,433,1,0,1,1,0,3,28.6,5,2
338,Samuele Birindelli,it ITA,"DF,MF",Monza,it Serie A,25,1999,21,1468,3,0,3,2,0,0,42.9,8,13
339,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,19,2005,31,2559,5,2,7,5,0,5,51.9,37,55
340,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,27,1996,28,1408,2,0,2,7,0,0,55.9,15,5
341,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,30,1993,27,982,2,1,3,3,0,1,33.3,12,8
342,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,19,2005,17,1336,1,0,1,2,0,0,66.7,6,10
343,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,33,1991,32,2880,0,0,0,4,0,0,50,1,0
344,Bjarki Bjarkason,is ISL,"DF,MF",Venezia,it Serie A,24,2000,9,165,0,0,0,2,0,0,50,1,1
345,Antonio Blanco,es ESP,MF,Alavés,es La Liga,24,2000,35,2727,0,1,1,11,1,0,38.6,51,23
346,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1997,29,2293,6,8,14,6,0,2,54.8,19,14
347,Daley Blind,nl NED,DF,Girona,es La Liga,34,1990,34,2780,0,2,2,2,0,0,64.6,17,23
348,Myron Boadu,nl NED,FW,Bochum,de Bundesliga,23,2001,19,1042,9,1,10,2,0,0,20,4,3
349,Augustine Boakye,gh GHA,"FW,MF",Saint-Étienne,fr Ligue 1,23,2000,17,733,3,0,3,5,0,1,27.3,8,5
350,Oscar Bobb,no NOR,FW,Manchester City,eng Premier League,21,2003,3,16,0,0,0,0,0,0,,0,0
351,Mathéo Bodmer,fr FRA,MF,Le Havre,fr Ligue 1,20,2004,1,6,0,0,0,0,0,0,,0,0
352,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,23,2000,13,593,0,2,2,1,0,0,72.2,5,6
353,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,27,1997,21,1054,1,2,3,0,0,2,50,4,13
354,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,eng Premier League,20,2004,8,476,0,0,0,2,0,0,62.5,6,2
355,Emil Bohinen,no NOR,MF,Genoa,it Serie A,25,1999,3,166,0,0,0,0,0,1,40,3,2
356,Adama Boiro,es ESP,"DF,FW",Athletic Club,es La Liga,22,2002,18,1101,0,0,0,3,0,0,66.7,5,7
357,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,33,1991,6,150,0,0,0,1,0,0,100,0,2
358,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,24,2000,27,2192,0,0,0,3,1,0,68.6,11,16
359,Warren Bondo,fr FRA,MF,Monza,it Serie A,20,2003,20,1618,0,0,0,5,1,0,68.4,6,10
360,Warren Bondo,fr FRA,MF,Milan,it Serie A,20,2003,4,162,0,0,0,1,0,0,100,0,1
361,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,23,2000,19,1008,8,1,9,2,0,0,75,1,1
362,Kevin Bonifazi,it ITA,DF,Lecce,it Serie A,28,1996,3,65,0,0,0,0,0,0,100,0,0
363,Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,20,2003,37,2529,6,4,10,2,0,0,57.1,6,15
364,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,25,1999,15,788,2,1,3,2,0,0,50,4,2
365,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,24,2000,8,412,0,0,0,1,0,0,77.8,2,1
366,Saïmon Bouabré,fr FRA,"MF,FW",Monaco,fr Ligue 1,18,2006,3,97,0,0,0,0,0,0,0,3,1
367,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,16,2007,24,1151,0,1,1,2,0,0,59.4,13,9
368,Badredine Bouanani,dz ALG,"MF,FW",Nice,fr Ligue 1,19,2004,26,1099,3,3,6,2,0,1,33.3,12,13
369,Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,2001,25,1772,1,0,1,6,0,0,34.8,30,20
370,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,24,1999,29,2435,2,3,5,9,0,0,58.5,22,29
371,Carlo Boukhalfa,ma MAR,MF,St. Pauli,de Bundesliga,25,1999,25,1646,2,0,2,1,0,0,36.8,12,19
372,Justin Bourgault,fr FRA,DF,Brest,fr Ligue 1,18,2005,2,122,1,0,1,0,0,0,,0,0
373,Benjamin Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,30,1994,1,80,1,0,1,0,0,1,0,2,1
374,Edoardo Bove,it ITA,"MF,FW",Fiorentina,it Serie A,22,2002,11,836,1,2,3,3,0,0,50,14,12
375,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,27,1996,34,2973,13,8,21,1,0,1,47.5,21,18
376,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,22,2001,34,2987,2,0,2,5,0,0,76.9,9,15
377,Enzo Boyomo,cm CMR,DF,Valladolid,es La Liga,22,2001,3,270,0,0,0,0,0,0,100,0,1
378,Domagoj Bradarić,hr CRO,DF,Hellas Verona,it Serie A,24,1999,28,1933,1,0,1,6,0,0,62.1,11,13
379,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,21,2003,19,754,0,2,2,4,0,0,50,11,7
380,Bilal Brahimi,dz ALG,MF,Nice,fr Ligue 1,24,2000,2,76,0,0,0,0,0,1,,0,1
381,Julian Brandt,de GER,MF,Dortmund,de Bundesliga,28,1996,30,2303,5,10,15,1,0,6,34.9,28,17
382,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,22,2002,30,2511,0,1,1,4,0,0,71.4,8,8
383,Darko Brašanac,rs SRB,MF,Leganés,es La Liga,32,1992,30,1617,1,2,3,4,0,0,52.9,8,13
384,Lilian Brassier,fr FRA,DF,Marseille,fr Ligue 1,24,1999,12,779,0,0,0,3,0,0,83.3,1,5
385,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,24,1999,14,1234,1,1,2,1,0,0,81.8,2,7
386,Matthias Braunöder,at AUT,MF,Como,it Serie A,22,2002,8,268,0,0,0,3,1,0,63.6,4,3
387,Iker Bravo,es ESP,"FW,MF",Udinese,it Serie A,19,2005,29,682,2,1,3,3,0,0,55.6,4,3
388,James Bree,eng ENG,DF,Southampton,eng Premier League,26,1997,17,1075,0,1,1,0,0,0,40,15,7
389,Tim Breithaupt,de GER,MF,Augsburg,de Bundesliga,22,2002,2,120,0,1,1,0,0,0,0,4,1
390,Gleison Bremer,br BRA,DF,Juventus,it Serie A,27,1997,6,540,0,0,0,2,0,0,80,1,4
391,Brenner,br BRA,"MF,FW",Udinese,it Serie A,24,2000,9,386,1,2,3,0,0,0,37.5,5,4
392,Ben Brereton,cl CHI,FW,Southampton,eng Premier League,25,1999,10,449,0,0,0,1,0,0,11.1,8,1
393,Marco Brescianini,it ITA,MF,Atalanta,it Serie A,24,2000,29,991,4,2,6,1,0,0,80,2,13
394,Maximilian Breunig,de GER,"FW,MF",Heidenheim,de Bundesliga,23,2000,13,350,2,0,2,0,0,0,50,3,7
395,Anthony Briançon,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1994,1,1,0,0,0,0,0,0,,0,0
396,Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,eng Premier League,26,1998,18,702,2,0,2,1,0,0,25,9,7
397,Armando Broja,al ALB,FW,Everton,eng Premier League,22,2001,10,334,0,0,0,1,0,0,,0,3
398,David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,27,1997,29,960,2,0,2,3,0,0,12.5,14,16
399,Arvid Brorsson,se SWE,DF,Monza,it Serie A,25,1999,6,362,0,0,0,0,0,0,40,3,1
400,Moritz Broschinski,de GER,"FW,MF",Bochum,de Bundesliga,23,2000,33,1390,1,3,4,1,0,0,40,9,18
401,Nathaniel Brown,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21,2003,26,1947,3,6,9,2,0,0,80,11,30
402,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,25,1998,12,400,2,2,4,0,0,0,37.5,5,4
403,Jacob Bruun Larsen,dk DEN,"MF,FW",Stuttgart,de Bundesliga,25,1998,15,414,1,0,1,1,0,0,0,2,7
404,Tajon Buchanan,ca CAN,"DF,FW",Inter,it Serie A,25,1999,6,95,0,0,0,0,0,0,50,1,0
405,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,25,1999,13,416,1,2,3,2,0,0,66.7,3,6
406,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,33,1991,38,2952,21,4,25,4,0,0,23.1,10,15
407,Emi Buendía,ar ARG,"MF,FW",Aston Villa,eng Premier League,27,1996,12,98,0,0,0,1,0,1,0,5,4
408,Emi Buendía,ar ARG,MF,Leverkusen,de Bundesliga,27,1996,11,257,2,0,2,0,0,0,62.5,3,6
409,Manu Bueno,es ESP,"MF,FW",Sevilla,es La Liga,20,2004,9,140,1,0,1,0,0,0,50,1,0
410,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,25,1998,29,1687,0,0,0,2,0,0,77.3,5,15
411,Endika Buján,es ESP,FW,Athletic Club,es La Liga,21,2003,1,7,0,0,0,0,0,0,0,1,0
412,Marius Bülter,de GER,"FW,DF",Hoffenheim,de Bundesliga,31,1993,25,1729,7,2,9,4,0,0,52.9,8,7
413,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,eng Premier League,19,2004,31,1523,5,2,7,8,0,0,31.3,46,28
414,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,25,1999,22,1924,1,0,1,2,0,0,75,8,12
415,Cameron Burgess,au AUS,DF,Ipswich Town,eng Premier League,28,1995,18,1541,0,2,2,0,0,0,81.8,2,5
416,Jonathan Burkardt,de GER,FW,Mainz 05,de Bundesliga,24,2000,29,2109,18,2,20,0,0,0,60,4,10
417,Oliver Burke,sct SCO,FW,Werder Bremen,de Bundesliga,27,1997,25,908,5,0,5,4,0,0,66.7,2,20
418,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,32,1992,37,3330,1,1,2,11,0,0,55.6,16,10
419,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,it Serie A,20,2004,4,28,0,0,0,0,0,0,0,1,0
420,Wes Burns,wls WAL,"FW,DF",Ipswich Town,eng Premier League,29,1994,18,926,0,1,1,1,0,0,40,6,5
421,Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,29,1994,23,1396,0,1,1,1,0,1,71.9,9,13
422,Gianluca Busio,us USA,MF,Venezia,it Serie A,22,2002,33,2518,2,0,2,4,0,0,42.6,27,28
423,Aurélio Buta,pt POR,DF,Reims,fr Ligue 1,27,1997,27,1970,0,1,1,5,0,0,50,21,14
424,Jean Butez,fr FRA,GK,Como,it Serie A,29,1995,19,1666,0,0,0,0,0,0,0,2,0
425,Nathan Butler-Oyedeji,eng ENG,FW,Arsenal,eng Premier League,21,2003,1,7,0,0,0,0,0,0,,0,0
426,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,24,1999,34,3060,0,0,0,0,0,0,0,1,0
427,Pau Cabanes,es ESP,"MF,FW",Villarreal,es La Liga,19,2005,10,163,1,0,1,0,0,0,75,1,5
428,Pau Cabanes,es ESP,"MF,FW",Alavés,es La Liga,19,2005,6,188,0,0,0,1,0,0,46.2,7,2
429,Rémy Cabella,fr FRA,"FW,MF",Lille,fr Ligue 1,34,1990,23,1011,1,2,3,1,0,1,57.6,14,9
430,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,33,1991,33,2869,4,2,6,4,1,0,57.6,14,10
431,Liberato Cacace,nz NZL,"MF,DF",Empoli,it Serie A,23,2000,33,2230,2,4,6,6,0,2,71,9,17
432,Alessio Cacciamani,it ITA,"MF,DF",Torino,it Serie A,17,2007,2,31,0,0,0,0,0,0,,0,0
433,Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,27,1997,33,2684,1,7,8,6,0,1,63.6,16,25
434,Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,27,1997,15,732,1,0,1,3,1,2,26.7,11,6
435,Moisés Caicedo,ec ECU,"MF,DF",Chelsea,eng Premier League,22,2001,38,3351,1,2,3,11,0,0,62.8,32,39
436,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,33,1991,25,628,2,0,2,3,1,2,57.1,3,6
437,Jens Cajuste,se SWE,MF,Ipswich Town,eng Premier League,24,1999,30,1959,1,1,2,2,0,0,42.9,28,15
438,Davide Calabria,it ITA,DF,Bologna,it Serie A,27,1996,11,632,0,1,1,3,0,0,41.7,7,4
439,Davide Calabria,it ITA,DF,Milan,it Serie A,27,1996,7,316,0,0,0,0,0,0,57.1,3,1
440,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,22,2002,19,983,2,1,3,4,0,0,62.1,11,6
441,Luca Caldirola,it ITA,DF,Monza,it Serie A,33,1991,14,876,0,0,0,5,0,1,57.1,3,3
442,Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,28,1995,21,715,1,0,1,1,0,0,66.7,4,7
443,Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,27,1996,19,1584,1,0,1,8,0,0,52.6,9,8
444,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,30,1994,28,1879,5,6,11,5,0,6,58.3,15,9
445,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,27,1997,26,1609,3,1,4,2,0,0,33.3,4,5
